pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_massj,pl_massjerr1,pl_massjerr2,pl_masslim,pl_massn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinilim,pl_msinin,pl_radj,pl_radjerr1,pl_radjerr2,pl_radlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_teffn,st_mass,st_masserr,st_masslim,st_massblend,st_massn,st_rad,st_raderr,st_radlim,st_radblend,st_radn,hd_name,hip_name
HD 63454,b,Radial Velocity,1,2.81782200,0.00009500,-0.00009500,0,1,0.036000,,,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.38000,,,0,1,,,,,0,,,,,0,0,0,07h39m21.85s,-78d16m44.3s,114.841049,0.000002,-78.278969,0.000002,2,35.80,1.07,-1.14,0,1,9.362,0.020,0,0,,,,,0,,,,,0,,,,,0,HD 63454,HIP 37284
HD 62509,b,Radial Velocity,1,589.64000000,0.81000000,-0.81000000,0,1,1.690000,0.030000,-0.030000,0,1,0.020000,0.030000,-0.030000,0,1,,,,,0,,,,,0,2.90000,0.10000,-0.10000,0,1,,,,,0,,,,,0,0,0,07h45m18.95s,+28d01m34.3s,116.328957,0.000002,28.026199,0.000001,3,10.34,0.09,-0.09,0,2,1.140,,0,0,,,,,0,,,,,0,,,,,0,HD 62509,HIP 37826
HD 63765,b,Radial Velocity,1,358.00000000,1.00000000,-1.00000000,0,1,0.940000,0.016000,-0.016000,0,1,0.240000,0.043000,-0.043000,0,1,,,,,0,,,,,0,0.64000,0.05000,-0.05000,0,1,,,,,0,,,,,0,0,0,07h47m49.72s,-54d15m50.9s,116.957161,0.000002,-54.264145,0.000002,2,32.62,0.72,-0.75,0,2,8.104,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 63765,HIP 38041
HD 65216,b,Radial Velocity,2,572.40000000,2.10000000,-2.10000000,0,1,1.300000,0.030000,-0.030000,0,1,0.000000,0.020000,-0.020000,0,1,,,,,0,,,,,0,1.26000,0.04000,-0.04000,0,1,,,,,0,,,,,0,0,0,07h53m41.32s,-63d38m50.4s,118.422173,0.000002,-63.647324,0.000002,2,35.59,0.85,-0.90,0,1,7.964,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 65216,HIP 38558
HD 65216,c,Radial Velocity,2,152.60000000,0.60000000,-0.60000000,0,1,0.540000,0.010000,-0.010000,0,1,0.020000,0.100000,-0.100000,0,1,,,,,0,,,,,0,0.17000,0.03000,-0.03000,0,1,,,,,0,,,,,0,0,0,07h53m41.32s,-63d38m50.4s,118.422173,0.000002,-63.647324,0.000002,2,35.59,0.85,-0.90,0,1,7.964,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 65216,HIP 38558
HD 66141,b,Radial Velocity,1,480.50000000,0.50000000,-0.50000000,0,1,1.200000,0.100000,-0.100000,0,1,0.070000,0.030000,-0.030000,0,1,,,,,0,,,,,0,6.00000,0.30000,-0.30000,0,1,,,,,0,,,,,0,0,0,08h02m15.94s,+02d20m04.5s,120.566406,0.000003,2.334571,0.000002,2,80.90,6.30,-6.30,0,3,4.380,,0,0,4323.00,15.00,0,0,1,1.10,0.10,0,0,1,21.40,0.60,0,0,1,HD 66141,HIP 39311
HD 66428,b,Radial Velocity,1,1973.00000000,31.00000000,-31.00000000,0,1,3.180000,0.190000,-0.190000,0,1,0.465000,0.030000,-0.030000,0,1,,,,,0,,,,,0,2.82000,0.27000,-0.27000,0,1,,,,,0,,,,,0,0,0,08h03m28.67s,-01d09m45.8s,120.869438,0.000003,-1.162709,0.000002,2,55.04,3.52,-4.03,0,1,8.258,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 66428,HIP 39417
HD 68988,b,Radial Velocity,1,6.27600000,,,0,1,0.071000,,,0,1,0.140000,,,0,1,,,,,0,,,,,0,1.90000,,,0,1,,,,,0,,,,,0,0,0,08h18m22.17s,+61d27m38.6s,124.592384,0.000002,61.460724,0.000002,2,58.82,3.14,-3.52,0,1,8.188,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 68988,HIP 40687
HD 69830,b,Radial Velocity,3,8.66700000,0.00300000,-0.00300000,0,1,0.078500,,,0,1,0.100000,0.040000,-0.040000,0,1,,,,,0,,,,,0,0.03300,,,0,1,,,,,0,,,,,0,0,0,08h18m23.95s,-12d37m55.8s,124.599777,0.000002,-12.632174,0.000002,3,12.58,0.12,-0.12,0,2,6.000,,0,0,,,,,0,,,,,0,,,,,0,HD 69830,HIP 40693
HD 69830,c,Radial Velocity,3,31.56000000,0.04000000,-0.04000000,0,1,0.186000,,,0,1,0.130000,0.060000,-0.060000,0,1,,,,,0,,,,,0,0.03800,,,0,1,,,,,0,,,,,0,0,0,08h18m23.95s,-12d37m55.8s,124.599777,0.000002,-12.632174,0.000002,3,12.58,0.12,-0.12,0,2,6.000,,0,0,,,,,0,,,,,0,,,,,0,HD 69830,HIP 40693
HD 69830,d,Radial Velocity,3,197.00000000,3.00000000,-3.00000000,0,1,0.630000,,,0,1,0.070000,0.070000,-0.070000,0,1,,,,,0,,,,,0,0.05800,,,0,1,,,,,0,,,,,0,0,0,08h18m23.95s,-12d37m55.8s,124.599777,0.000002,-12.632174,0.000002,3,12.58,0.12,-0.12,0,2,6.000,,0,0,,,,,0,,,,,0,,,,,0,HD 69830,HIP 40693
HD 70573,b,Radial Velocity,1,851.80000000,11.60000000,-11.60000000,0,1,1.760000,0.050000,-0.050000,0,1,0.400000,0.100000,-0.100000,0,1,,,,,0,,,,,0,6.10000,0.40000,-0.40000,0,1,,,,,0,,,,,0,0,0,08h22m49.95s,+01d51m33.6s,125.708135,0.000002,1.859323,0.000003,1,,,,,0,11.424,0.106,0,0,,,,,0,,,,,0,,,,,0,HD 70573,
HD 70642,b,Radial Velocity,1,2231.00000000,400.00000000,-400.00000000,0,1,3.300000,,,0,1,0.100000,0.060000,-0.060000,0,1,,,,,0,,,,,0,2.00000,,,0,1,,,,,0,,,,,0,0,0,08h21m28.14s,-39d42m19.5s,125.367233,0.000001,-39.705410,0.000001,2,28.76,0.49,-0.50,0,2,7.180,,0,0,,,,,0,,,,,0,,,,,0,HD 70642,HIP 40952
HD 72659,b,Radial Velocity,1,3177.40000000,,,0,1,4.160000,,,0,1,0.200000,,,0,1,,,,,0,,,,,0,2.96000,,,0,1,,,,,0,,,,,0,0,0,08h34m03.19s,-01d34m05.6s,128.513290,0.000002,-1.568217,0.000002,2,51.36,2.58,-2.87,0,1,7.465,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 72659,HIP 42030
HD 73267,b,Radial Velocity,1,1260.00000000,7.00000000,-7.00000000,0,1,2.198000,0.025000,-0.025000,0,1,0.256000,0.009000,-0.009000,0,1,,,,,0,,,,,0,3.06000,0.07000,-0.07000,0,1,,,,,0,,,,,0,0,0,08h36m17.78s,-34d27m35.9s,129.074066,0.000002,-34.459980,0.000002,2,53.05,2.70,-3.00,0,1,8.870,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 73267,HIP 42202
HD 73256,b,Radial Velocity,1,2.54858000,0.00016000,-0.00016000,0,1,0.037000,,,0,1,0.030000,0.020000,-0.020000,0,1,,,,,0,,,,,0,1.87000,,,0,1,,,,,0,,,,,0,0,0,08h36m23.02s,-30d02m15.5s,129.095901,0.000001,-30.037626,0.000001,2,36.52,1.00,-1.06,0,1,8.059,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 73256,HIP 42214
Kepler-33,f,Transit,5,41.02902000,0.00042000,-0.00042000,0,1,0.253500,0.005400,-0.005400,0,1,0.000000,,,0,1,89.170,0.330,-0.420,0,1,,,,,0,,,,,0,0.398,0.037,-0.037,0,1,,,,,0,1,1,19h16m18.61s,+46d00m18.8s,289.077545,0.000017,46.005222,0.000017,2,,,,,0,,,,,5904.00,47.00,0,0,3,1.29,0.06,0,0,2,1.82,0.14,0,0,3,,
Kepler-34,b,Transit,1,288.82200000,0.06300000,-0.08100000,0,1,1.089600,0.000900,-0.000900,0,1,0.182000,0.016000,-0.020000,0,1,90.355,0.026,-0.018,0,1,0.22000,0.01100,-0.01000,0,1,,,,,0,0.764,0.012,-0.014,0,1,0.61300,0.04500,-0.04100,0,1,0,1,19h45m44.60s,+44d38m29.6s,296.435822,0.000017,44.641560,0.000017,2,1499.00,33.00,-33.00,0,1,,,,,5913.00,130.00,0,0,2,1.05,0.00,0,0,1,1.16,0.00,0,0,2,,
Kepler-35,b,Transit,1,131.45800000,0.07700000,-0.10500000,0,1,0.603470,0.001010,-0.001030,0,1,0.042000,0.007000,-0.004000,0,1,90.760,0.120,-0.090,0,1,0.12700,0.02000,-0.02000,0,1,,,,,0,0.728,0.014,-0.014,0,1,0.41000,0.07000,-0.06900,0,1,0,1,19h37m59.27s,+46d41m23.1s,294.496979,0.000017,46.689762,0.000017,2,1645.00,43.00,-43.00,0,1,,,,,5606.00,150.00,0,0,2,0.89,0.01,0,0,1,1.03,0.00,0,0,2,,
Kepler-36,b,Transit,2,13.83989000,0.00082000,-0.00060000,0,1,0.115300,0.001500,-0.001500,0,1,0.039000,,,1,1,90.010,0.690,-0.710,0,1,0.01400,0.00100,-0.00100,0,1,,,,,0,0.133,0.003,-0.003,0,1,7.46000,0.74000,-0.59000,0,1,1,1,19h25m00.04s,+49d13m54.6s,291.250183,0.000017,49.231827,0.000017,2,470.00,,,0,1,,,,,5911.00,66.00,0,0,2,1.07,0.04,0,0,1,1.63,0.02,0,0,2,,
Kepler-36,c,Transit,2,16.23855000,0.00038000,-0.00054000,0,1,0.128300,0.001600,-0.001600,0,1,0.033000,,,1,1,89.980,0.540,-0.530,0,1,0.02500,0.00200,-0.00100,0,1,,,,,0,0.328,0.005,-0.005,0,1,0.89000,0.07000,-0.05000,0,1,1,1,19h25m00.04s,+49d13m54.6s,291.250183,0.000017,49.231827,0.000017,2,470.00,,,0,1,,,,,5911.00,66.00,0,0,2,1.07,0.04,0,0,1,1.63,0.02,0,0,2,,
Kepler-37,b,Transit,3,13.36730800,0.00005800,-0.00008500,0,1,0.100300,0.000800,-0.001100,0,1,,,,,0,88.630,0.300,-0.530,0,1,,,,,0,,,,,0,0.027,0.005,-0.007,0,1,,,,,0,0,1,18h56m14.32s,+44d31m05.3s,284.059662,0.000017,44.518131,0.000017,2,66.00,,,0,1,,,,,5417.00,75.00,0,0,2,0.80,0.07,0,0,2,0.77,0.03,0,0,2,,
Kepler-37,c,Transit,3,21.30188600,0.00004600,-0.00004400,0,1,0.136800,0.001100,-0.001400,0,1,,,,,0,89.070,0.190,-0.330,0,1,,,,,0,,,,,0,0.066,0.006,-0.007,0,1,,,,,0,0,1,18h56m14.32s,+44d31m05.3s,284.059662,0.000017,44.518131,0.000017,2,66.00,,,0,1,,,,,5417.00,75.00,0,0,2,0.80,0.07,0,0,2,0.77,0.03,0,0,2,,
Kepler-37,d,Transit,3,39.79218700,0.00004000,-0.00004300,0,1,0.207600,0.001600,-0.002200,0,1,,,,,0,89.335,0.043,-0.047,0,1,,,,,0,,,,,0,0.178,0.010,-0.012,0,1,,,,,0,0,1,18h56m14.32s,+44d31m05.3s,284.059662,0.000017,44.518131,0.000017,2,66.00,,,0,1,,,,,5417.00,75.00,0,0,2,0.80,0.07,0,0,2,0.77,0.03,0,0,2,,
Kepler-38,b,Transit,1,105.59900000,0.03800000,-0.05300000,0,1,0.463200,0.008200,-0.009200,0,1,0.032000,,,1,1,89.442,0.030,-0.026,0,1,0.38400,,,1,1,,,,,0,0.384,0.010,-0.010,0,1,,,,,0,0,1,19h07m19.28s,+42d16m45.1s,286.830353,0.000019,42.279205,0.000017,2,600.00,,,0,1,,,,,5623.00,50.00,0,0,2,0.94,0.06,0,0,1,1.75,0.03,0,0,2,,
Kepler-39,b,Transit,1,21.08740000,0.00020000,-0.00020000,0,1,0.155000,0.003000,-0.003000,0,1,0.121000,0.022000,-0.023000,0,1,88.830,0.590,-0.400,0,1,18.00000,0.93000,-0.91000,0,1,,,,,0,1.220,0.120,-0.100,0,1,12.40000,3.40000,-2.60000,0,1,0,1,19h47m50.46s,+46d02m03.5s,296.960266,0.000017,46.034298,0.000017,2,1200.00,250.00,-250.00,0,1,,,,,6260.00,140.00,0,0,3,1.10,0.07,0,0,1,1.39,0.11,0,0,3,,
Kepler-40,b,Transit,1,6.87349000,0.00064000,-0.00064000,0,1,0.080000,0.003000,-0.003000,0,1,0.000000,,,0,1,89.700,0.300,-0.100,0,1,2.20000,0.40000,-0.40000,0,1,,,,,0,1.170,0.040,-0.040,0,1,1.68000,0.53000,-0.43000,0,1,0,1,19h47m15.29s,+47d31m35.8s,296.813690,0.000017,47.526608,0.000017,2,2700.00,200.00,-200.00,0,1,,,,,6510.00,100.00,0,0,3,1.48,0.06,0,0,1,2.13,0.06,0,0,3,,
Kepler-41,b,Transit,1,1.85555800,0.00000700,-0.00000700,0,1,0.030000,0.001000,-0.001000,0,1,0.000000,,,0,1,88.300,0.700,-0.700,0,1,0.55000,0.09000,-0.09000,0,1,,,,,0,0.890,0.050,-0.050,0,1,1.10000,0.18000,-0.18000,0,1,0,1,19h38m03.17s,+45d58m53.9s,294.513214,0.000017,45.981644,0.000017,2,770.00,100.00,-100.00,0,1,,,,,5620.00,140.00,0,0,3,1.12,0.07,0,0,1,1.02,0.03,0,0,3,,
Kepler-42,b,Transit,3,1.21376720,0.00000460,-0.00000460,0,1,0.011600,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.070,0.020,-0.020,0,1,,,,,0,0,1,19h28m52.57s,+44d37m09.0s,292.219025,0.000019,44.619160,0.000017,2,38.70,6.30,-6.30,0,1,,,,,3068.00,174.00,0,0,2,0.13,0.05,0,0,1,0.17,0.04,0,0,2,,
Kepler-42,c,Transit,3,0.45328509,0.00000097,-0.00000097,0,1,0.006000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.065,0.018,-0.018,0,1,,,,,0,0,1,19h28m52.57s,+44d37m09.0s,292.219025,0.000019,44.619160,0.000017,2,38.70,6.30,-6.30,0,1,,,,,3068.00,174.00,0,0,2,0.13,0.05,0,0,1,0.17,0.04,0,0,2,,
Kepler-42,d,Transit,3,1.86516900,0.00001400,-0.00001400,0,1,0.015400,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.051,0.016,-0.016,0,1,,,,,0,0,1,19h28m52.57s,+44d37m09.0s,292.219025,0.000019,44.619160,0.000017,2,38.70,6.30,-6.30,0,1,,,,,3068.00,174.00,0,0,2,0.13,0.05,0,0,1,0.17,0.04,0,0,2,,
Kepler-43,b,Transit,1,3.02409500,0.00002100,-0.00002100,0,1,0.044900,0.001000,-0.001000,0,1,0.025000,,,1,1,84.350,0.470,-0.400,0,1,3.23000,0.19000,-0.19000,0,1,,,,,0,1.200,0.060,-0.060,0,1,2.33000,0.36000,-0.36000,0,1,0,1,19h00m57.80s,+46d40m05.7s,285.240845,0.000017,46.668255,0.000017,2,1950.00,250.00,-250.00,0,1,,,,,6041.00,143.00,0,0,3,1.32,0.09,0,0,1,1.42,0.07,0,0,3,,
Kepler-44,b,Transit,1,3.24674000,0.00001800,-0.00001800,0,1,0.045500,0.001300,-0.001300,0,1,0.021000,,,1,1,83.780,0.650,-0.550,0,1,1.02000,0.07000,-0.07000,0,1,,,,,0,1.240,0.070,-0.070,0,1,0.65000,0.12000,-0.12000,0,1,0,1,20h00m24.57s,+45d45m43.7s,300.102356,0.000017,45.762142,0.000017,2,2250.00,300.00,-300.00,0,1,,,,,5757.00,134.00,0,0,3,1.19,0.10,0,0,1,1.52,0.09,0,0,3,,
Kepler-45,b,Transit,1,2.45523900,0.00000400,-0.00000400,0,1,0.030000,,,0,1,0.110000,0.100000,-0.090000,0,1,87.000,0.700,-0.700,0,1,0.50500,0.09000,-0.09000,0,1,,,,,0,0.960,0.110,-0.110,0,1,0.80000,0.50000,-0.50000,0,1,0,1,19h31m29.49s,+41d03m51.3s,292.872894,0.000017,41.064262,0.000017,2,333.00,33.00,-33.00,0,1,,,,,3820.00,90.00,0,0,3,0.59,0.06,0,0,1,0.55,0.11,0,0,3,,
Kepler-46,b,Transit,2,33.60134000,0.00021000,-0.00020000,0,1,0.196800,0.002900,-0.002800,0,1,0.010000,0.010000,-0.010000,0,1,89.038,0.075,-0.067,0,1,6.00000,,,1,1,,,,,0,0.808,0.042,-0.043,0,1,14.00000,,,1,1,1,1,19h17m04.50s,+42d36m15.0s,289.268738,0.000017,42.604176,0.000017,2,855.00,68.00,-65.00,0,1,,,,,5155.00,105.00,0,0,3,0.90,0.04,0,0,2,0.94,0.04,0,0,3,,
Kepler-46,c,Transit Timing Variations,2,57.01100000,0.05100000,-0.06100000,0,1,0.279900,0.004100,-0.004000,0,1,0.014600,0.003400,-0.003600,0,1,87.400,1.600,-1.000,0,1,0.37600,0.02100,-0.01900,0,1,,,,,0,,,,,0,,,,,0,1,1,19h17m04.50s,+42d36m15.0s,289.268738,0.000017,42.604176,0.000017,2,855.00,68.00,-65.00,0,1,,,,,5155.00,105.00,0,0,3,0.90,0.04,0,0,2,0.94,0.04,0,0,3,,
Kepler-47,b,Transit,2,49.53200000,0.04000000,-0.02700000,0,1,0.296200,0.004400,-0.004700,0,1,0.035000,,,1,1,89.700,0.500,-0.160,0,1,2.00000,,,1,1,,,,,0,0.270,0.011,-0.011,0,1,,,,,0,1,1,19h41m11.50s,+46d55m13.7s,295.297913,0.000022,46.920467,0.000017,2,1500.00,,,0,1,,,,,5636.00,100.00,0,0,2,1.05,0.05,0,0,1,0.96,0.02,0,0,2,,
Kepler-47,c,Transit,2,303.13700000,0.07200000,-0.02000000,0,1,0.991000,0.015000,-0.016000,0,1,0.411000,,,1,1,89.825,0.009,-0.010,0,1,28.00000,,,1,1,,,,,0,0.411,0.018,-0.018,0,1,,,,,0,1,1,19h41m11.50s,+46d55m13.7s,295.297913,0.000022,46.920467,0.000017,2,1500.00,,,0,1,,,,,5636.00,100.00,0,0,2,1.05,0.05,0,0,1,0.96,0.02,0,0,2,,
Kepler-48,b,Transit,2,4.77798030,0.00001400,-0.00001400,0,1,,,,,0,,,,,0,,,,,0,5.94000,,,1,1,,,,,0,0.191,,,0,1,,,,,0,1,1,19h56m33.41s,+40d56m56.5s,299.139221,0.000019,40.949020,0.000017,2,,,,,0,,,,,5190.00,,0,0,3,0.89,,0,0,1,0.89,,0,0,3,,
HD 73526,b,Radial Velocity,2,188.30000000,0.90000000,-0.90000000,0,1,0.660000,0.050000,-0.050000,0,1,0.190000,0.050000,-0.050000,0,1,,,,,0,,,,,0,2.90000,0.20000,-0.20000,0,1,,,,,0,,,,,0,0,0,08h37m16.48s,-41d19m08.8s,129.318680,0.000002,-41.319103,0.000002,2,94.61,8.25,-9.99,0,2,8.971,0.016,0,0,,,,,0,,,,,0,,,,,0,HD 73526,HIP 42282
HD 73526,c,Radial Velocity,2,377.80000000,2.40000000,-2.40000000,0,1,1.050000,0.080000,-0.080000,0,1,0.140000,0.090000,-0.090000,0,1,,,,,0,,,,,0,2.50000,0.30000,-0.30000,0,1,,,,,0,,,,,0,0,0,08h37m16.48s,-41d19m08.8s,129.318680,0.000002,-41.319103,0.000002,2,94.61,8.25,-9.99,0,2,8.971,0.016,0,0,,,,,0,,,,,0,,,,,0,HD 73526,HIP 42282
HD 73534,b,Radial Velocity,1,1800.00000000,110.00000000,-110.00000000,0,1,3.150000,,,0,1,0.046000,0.080000,-0.080000,0,1,,,,,0,,,,,0,1.15000,,,0,1,,,,,0,,,,,0,0,0,08h39m15.80s,+12d57m37.4s,129.815842,0.000004,12.960376,0.000002,2,96.99,9.43,-11.70,0,1,8.237,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 73534,HIP 42446
HD 74156,b,Radial Velocity,3,51.65000000,0.01000000,-0.01000000,0,1,0.294000,,,0,1,0.640000,0.010000,-0.010000,0,1,,,,,0,,,,,0,1.88000,0.03000,-0.03000,0,1,,,,,0,,,,,0,0,0,08h42m25.12s,+04d34m41.2s,130.604675,0.000003,4.578097,0.000002,2,64.56,4.28,-4.93,0,1,7.614,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 74156,HIP 42723
HD 74156,c,Radial Velocity,3,2476.00000000,8.70000000,-8.70000000,0,1,3.850000,,,0,1,0.430000,0.010000,-0.010000,0,1,,,,,0,,,,,0,8.03000,0.12000,-0.12000,0,1,,,,,0,,,,,0,0,0,08h42m25.12s,+04d34m41.2s,130.604675,0.000003,4.578097,0.000002,2,64.56,4.28,-4.93,0,1,7.614,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 74156,HIP 42723
HD 74156,d,Radial Velocity,3,346.60000000,3.60000000,-3.60000000,0,1,1.010000,,,0,1,0.250000,0.110000,-0.110000,0,1,,,,,0,,,,,0,0.39600,0.02000,-0.02000,0,1,,,,,0,,,,,0,0,0,08h42m25.12s,+04d34m41.2s,130.604675,0.000003,4.578097,0.000002,2,64.56,4.28,-4.93,0,1,7.614,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 74156,HIP 42723
HD 75289,b,Radial Velocity,1,3.51000000,,,0,1,0.046000,,,0,1,0.054000,,,0,1,,,,,0,,,,,0,0.42000,,,0,1,,,,,0,,,,,0,0,0,08h47m40.39s,-41d44m12.5s,131.918289,0.000001,-41.736794,0.000001,2,28.94,0.46,-0.48,0,2,6.370,,0,0,,,,,0,,,,,0,,,,,0,HD 75289,HIP 43177
HD 75898,b,Radial Velocity,1,418.20000000,5.70000000,-5.70000000,0,1,1.190000,,,0,1,0.100000,0.050000,-0.050000,0,1,,,,,0,,,,,0,2.51000,,,0,1,,,,,0,,,,,0,0,0,08h53m50.80s,+33d03m24.5s,133.461685,0.000003,33.056812,0.000002,2,80.58,6.45,-7.68,0,1,8.033,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 75898,HIP 43674
HD 76700,b,Radial Velocity,1,3.97100000,0.00100000,-0.00100000,0,1,0.049000,0.004000,-0.004000,0,1,0.130000,0.040000,-0.040000,0,1,,,,,0,,,,,0,0.19700,0.01700,-0.01700,0,1,,,,,0,,,,,0,0,0,08h53m55.51s,-66d48m03.6s,133.481308,0.000002,-66.800995,0.000002,2,59.70,2.26,-2.45,0,2,8.155,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 76700,HIP 43686
HD 77338,b,Radial Velocity,1,5.73610000,0.00150000,-0.00150000,0,1,0.061400,,,0,1,0.090000,0.250000,-0.090000,0,1,,,,,0,0.05000,0.01500,-0.01700,0,1,,,,,0,,,,,0,,,,,0,0,0,09h01m12.50s,-25d31m37.4s,135.302063,0.000002,-25.527061,0.000002,2,40.75,1.76,-1.76,0,2,8.591,0.013,0,0,5370.00,82.00,0,,1,0.93,0.05,0,,1,0.88,0.04,0,,1,HD 77338,HIP 44291
HD 79498,b,Radial Velocity,1,1966.10000000,41.00000000,-41.00000000,0,1,3.130000,0.080000,-0.080000,0,1,0.590000,0.020000,-0.020000,0,1,,,,,0,,,,,0,1.34000,0.07000,-0.07000,0,1,,,,,0,,,,,0,0,0,09h15m09.40s,+23d22m32.0s,138.789169,0.000003,23.375549,0.000001,2,48.64,2.21,-2.43,0,1,8.020,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 79498,HIP 45406
HD 80606,b,Radial Velocity,1,111.43570000,0.00080000,-0.00080000,0,1,0.449000,0.006000,-0.006000,0,1,0.933200,0.000800,-0.000800,0,1,89.320,0.060,-0.060,0,1,3.94000,0.11000,-0.11000,0,1,,,,,0,0.980,0.030,-0.030,0,1,4.82800,1.23700,-0.54500,0,1,0,0,09h22m37.57s,+50d36m13.4s,140.656540,0.000002,50.603722,0.000002,2,58.40,29.60,-14.70,0,2,9.001,0.019,0,0,5645.00,45.00,0,,1,0.97,0.04,0,,1,0.98,0.01,0,,1,HD 80606,HIP 45982
HD 81040,b,Radial Velocity,1,1001.70000000,7.00000000,-7.00000000,0,1,1.940000,,,0,1,0.526000,0.042000,-0.042000,0,1,,,,,0,,,,,0,6.86000,0.71000,-0.71000,0,1,,,,,0,,,,,0,0,0,09h23m47.09s,+20d21m52.0s,140.946198,0.000003,20.364454,0.000001,2,32.56,1.26,-1.37,0,1,7.716,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 81040,HIP 46076
HD 81688,b,Radial Velocity,1,184.02000000,0.18000000,-0.18000000,0,1,0.810000,,,0,1,0.000000,,,0,1,,,,,0,,,,,0,2.70000,,,0,1,,,,,0,,,,,0,0,0,09h28m39.99s,+45d36m05.3s,142.166626,0.000002,45.601482,0.000001,2,88.26,6.09,-7.07,0,1,5.393,0.009,0,0,,,,,0,,,,,0,,,,,0,HD 81688,HIP 46471
HD 82943,b,Radial Velocity,2,441.20000000,,,0,1,1.180000,,,0,1,0.219000,,,0,1,,,,,0,,,,,0,1.75000,,,0,1,,,,,0,,,,,0,0,0,09h34m50.73s,-12d07m46.4s,143.711395,0.000002,-12.129546,0.000001,2,27.46,0.62,-0.65,0,1,6.530,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 82943,HIP 47007
HD 82943,c,Radial Velocity,2,219.30000000,,,0,1,0.747000,,,0,1,0.359000,,,0,1,,,,,0,,,,,0,2.01000,,,0,1,,,,,0,,,,,0,0,0,09h34m50.73s,-12d07m46.4s,143.711395,0.000002,-12.129546,0.000001,2,27.46,0.62,-0.65,0,1,6.530,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 82943,HIP 47007
HD 82886,b,Radial Velocity,1,705.00000000,,,,1,1.650000,,,,1,0.270000,,,,1,,,,,0,,,,,0,1.30000,,,0,1,,,,,0,,,,,0,0,0,09h35m45.18s,+34d46m50.7s,143.938263,0.000002,34.780743,0.000001,2,112.23,10.50,-12.92,0,1,7.625,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 82886,HIP 47087
HD 83443,b,Radial Velocity,1,2.98562500,0.00006000,-0.00006000,0,1,0.040600,0.002300,-0.002300,0,1,0.008000,0.025000,-0.025000,0,1,,,,,0,,,,,0,0.40000,0.03400,-0.03400,0,1,,,,,0,,,,,0,0,0,09h37m11.83s,-43d16m19.9s,144.299286,0.000002,-43.272205,0.000002,2,43.53,1.64,-1.77,0,1,8.222,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 83443,HIP 47202
HD 85390,b,Radial Velocity,1,781.00000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.14000,,,0,1,,,,,0,,,,,0,0,0,09h50m02.50s,-49d47m25.0s,147.510406,0.000002,-49.790268,0.000002,2,33.96,0.94,-1.00,0,1,8.526,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 85390,HIP 48235
HD 85512,b,Radial Velocity,1,58.43000000,0.13000000,-0.13000000,0,1,0.260000,0.005000,-0.005000,0,1,0.110000,0.100000,-0.100000,0,1,,,,,0,,,,,0,0.01133,0.00157,-0.00157,0,1,,,,,0,,,,,0,0,0,09h51m07.05s,-43d30m10.0s,147.779388,0.000002,-43.502789,0.000002,3,11.15,0.10,-0.10,0,2,7.670,,0,0,,,,,0,,,,,0,,,,,0,HD 85512,HIP 48331
