pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_massj,pl_massjerr1,pl_massjerr2,pl_masslim,pl_massn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinilim,pl_msinin,pl_radj,pl_radjerr1,pl_radjerr2,pl_radlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_teffn,st_mass,st_masserr,st_masslim,st_massblend,st_massn,st_rad,st_raderr,st_radlim,st_radblend,st_radn,hd_name,hip_name
HD 103197,b,Radial Velocity,1,47.80000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.10000,,,0,1,,,,,0,,,,,0,0,0,11h52m52.98s,-50d17m34.2s,178.220749,0.000002,-50.292824,0.000003,2,49.33,3.34,-3.86,0,1,9.391,0.017,0,0,,,,,0,,,,,0,,,,,0,HD 103197,HIP 57931
HD 103774,b,Radial Velocity,1,5.88810000,0.00050000,-0.00050000,0,1,0.070000,0.001000,-0.001000,0,1,0.090000,0.040000,-0.040000,0,1,,,,,0,,,,,0,0.36700,0.02200,-0.02200,0,1,,,,,0,,,,,0,0,0,11h56m55.59s,-12d06m28.5s,179.231628,0.000002,-12.107909,0.000001,2,55.00,2.00,-2.00,0,2,7.121,0.011,0,0,6489.00,77.00,0,0,1,1.33,0.03,0,0,1,,,,,0,HD 103774,HIP 58263
HD 104067,b,Radial Velocity,1,55.80600000,0.04900000,-0.04900000,0,1,0.264300,0.004500,-0.004500,0,1,,,,,0,,,,,0,,,,,0,0.18600,0.01300,-0.01300,0,1,,,,,0,,,,,0,0,0,11h59m10.01s,-20d21m13.6s,179.791702,0.000002,-20.353781,0.000001,2,20.82,0.44,-0.46,0,1,7.920,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 104067,HIP 58451
HD 104985,b,Radial Velocity,1,198.20000000,0.30000000,-0.30000000,0,1,0.780000,,,0,1,0.030000,0.020000,-0.020000,0,1,,,,,0,,,,,0,6.30000,,,0,1,,,,,0,,,,,0,0,0,12h05m15.12s,+76d54m20.6s,181.312988,0.000001,76.905731,0.000001,2,102.04,5.14,-5.72,0,2,5.800,,0,0,,,,,0,,,,,0,,,,,0,HD 104985,HIP 58952
HD 106252,b,Radial Velocity,1,1531.00000000,4.70000000,-4.70000000,0,1,2.611000,0.026000,-0.026000,0,1,0.482000,0.011000,-0.011000,0,1,,,,,0,,,,,0,6.92000,0.16000,-0.16000,0,1,,,,,0,,,,,0,0,0,12h13m29.51s,+10d02m29.9s,183.372955,0.000003,10.041638,0.000001,2,37.44,1.23,-1.32,0,2,7.408,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 106252,HIP 59610
HD 106270,b,Radial Velocity,1,2890.00000000,,,,1,4.300000,,,,1,0.402000,,,,1,,,,,0,,,,,0,11.00000,,,0,1,,,,,0,,,,,0,0,0,12h13m37.28s,-09d30m48.2s,183.405350,0.000002,-9.513381,0.000001,2,87.87,7.23,-8.65,0,1,7.577,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 106270,HIP 59625
HD 106515A,b,Radial Velocity,1,3630.00000000,12.00000000,-12.00000000,0,1,4.590000,0.010000,-0.010000,0,1,0.572000,0.011000,-0.011000,0,1,,,,,0,,,,,0,9.61000,0.14000,-0.14000,0,1,,,,,0,,,,,0,0,0,12h15m06.57s,-07d15m26.4s,183.777359,0.000002,-7.257327,0.000002,2,35.20,1.20,-1.20,0,3,7.971,0.014,0,0,5362.00,29.00,0,0,1,0.97,0.01,0,0,1,1.62,0.05,0,0,1,HD 106515A,HIP 59743A
HD 107148,b,Radial Velocity,1,48.05600000,0.05700000,-0.05700000,0,1,0.269000,0.016000,-0.016000,0,1,0.050000,0.170000,-0.170000,0,1,,,,,0,,,,,0,0.21000,0.03600,-0.03600,0,1,,,,,0,,,,,0,0,0,12h19m13.49s,-03d19m11.2s,184.806213,0.000002,-3.319789,0.000001,2,51.26,2.50,-2.77,0,1,8.015,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 107148,HIP 60081
HD 108147,b,Radial Velocity,1,10.89850000,0.00450000,-0.00450000,0,1,0.102000,0.005900,-0.005900,0,1,0.530000,0.120000,-0.120000,0,1,,,,,0,,,,,0,0.26100,0.04000,-0.04000,0,1,,,,,0,,,,,0,0,0,12h25m46.27s,-64d01m19.5s,186.442780,0.000002,-64.022087,0.000001,2,38.56,1.00,-1.05,0,1,6.995,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 108147,HIP 60644
HD 108863,b,Radial Velocity,1,443.40000000,,,,1,1.400000,,,,1,0.100000,,,,1,,,,,0,,,,,0,2.60000,,,0,1,,,,,0,,,,,0,0,0,12h30m19.91s,+21d56m53.7s,187.582962,0.000003,21.948244,0.000002,2,138.50,18.02,-24.36,0,1,7.739,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 108863,HIP 61020
HD 108874,b,Radial Velocity,2,394.48000000,0.60000000,-0.60000000,0,1,1.053000,0.061000,-0.061000,0,1,0.128000,0.022000,-0.022000,0,1,,,,,0,,,,,0,1.34000,0.11000,-0.11000,0,1,,,,,0,,,,,0,0,0,12h30m26.88s,+22d52m47.4s,187.612015,0.000003,22.879829,0.000002,2,68.54,5.37,-6.37,0,1,8.738,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 108874,HIP 61028
HD 108874,c,Radial Velocity,2,1680.00000000,24.00000000,-24.00000000,0,1,2.770000,0.160000,-0.160000,0,1,0.273000,0.040000,-0.040000,0,1,,,,,0,,,,,0,1.06400,0.09900,-0.09900,0,1,,,,,0,,,,,0,0,0,12h30m26.88s,+22d52m47.4s,187.612015,0.000003,22.879829,0.000002,2,68.54,5.37,-6.37,0,1,8.738,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 108874,HIP 61028
HD 109246,b,Radial Velocity,1,68.27000000,0.13000000,-0.13000000,0,1,0.330000,0.080000,-0.080000,0,1,0.120000,0.040000,-0.040000,0,1,,,,,0,,,,,0,0.77000,0.09000,-0.09000,0,1,,,,,0,,,,,0,0,0,12h32m07.19s,+74d29m22.4s,188.029953,0.000002,74.489548,0.000002,2,65.62,3.16,-3.49,0,1,8.757,0.015,0,0,,,,,0,,,,,0,,,,,0,HD 109246,HIP 61177
HD 109271,b,Radial Velocity,2,7.85430000,0.00090000,-0.00090000,0,1,0.079000,0.001000,-0.001000,0,1,0.250000,0.080000,-0.080000,0,1,,,,,0,,,,,0,0.05400,0.00400,-0.00400,0,1,,,,,0,,,,,0,0,0,12h33m35.56s,-11d37m18.7s,188.398148,0.000002,-11.621868,0.000001,2,62.00,3.00,-3.00,0,2,8.055,0.013,0,0,5783.00,62.00,0,0,1,1.05,0.02,0,0,1,,,,,0,HD 109271,HIP 61300
Kepler-75,b,Transit,1,8.88492400,0.00000200,-0.00000200,0,1,0.080000,0.005000,-0.005000,0,1,0.569000,0.010000,-0.010000,0,1,89.100,0.600,-1.000,0,1,9.90000,0.50000,-0.50000,0,1,,,,,0,1.030,0.060,-0.060,0,1,11.00000,2.00000,-2.00000,0,1,0,1,19h24m33.02s,+36d34m38.6s,291.137604,0.000019,36.577385,0.000017,2,1140.00,250.00,-160.00,0,1,,,,,5330.00,120.00,0,0,3,0.88,0.06,0,0,1,0.88,0.04,0,0,3,,
KOI-1658,b,Transit,1,1.54492875,0.00000027,-0.00000027,0,1,,,,,0,0.000000,,,0,1,78.000,0.200,-0.200,0,1,2.00000,0.26000,-0.26000,0,1,,,,,1,1.250,0.080,-0.080,0,1,,,,,0,0,1,19h36m46.11s,+39d37m08.4s,294.192108,0.000017,39.619003,0.000017,2,,,,,0,,,,,6409.00,95.00,0,0,2,1.20,0.20,0,0,1,1.32,0.08,0,0,2,,
Kepler-77,b,Transit,1,3.57878087,0.00000023,-0.00000023,0,1,0.045010,0.000630,-0.000630,0,1,0.000000,,,0,1,88.000,0.110,-0.110,0,1,0.43000,0.03200,-0.03200,0,1,,,,,0,0.960,0.016,-0.016,0,1,0.60300,0.05500,-0.05500,0,1,0,1,19h18m25.91s,+44d20m43.5s,289.607971,0.000017,44.345425,0.000017,2,570.00,70.00,-70.00,0,1,,,,,5520.00,60.00,0,0,3,0.95,0.04,0,0,1,0.99,0.02,0,0,3,,
Kepler-78,b,Transit,1,0.35500744,0.00000006,-0.00000006,0,1,,,,,0,,,,,0,79.000,9.000,-14.000,0,1,0.02500,,,1,1,,,,,0,0.103,0.017,-0.012,0,1,,,,,0,0,1,19h34m58.01s,+44d26m54.0s,293.741699,0.000017,44.448330,0.000017,2,,,,,0,,,,,5089.00,50.00,0,0,2,0.81,0.05,0,0,1,0.74,0.10,0,0,2,,
Kepler-79,b,Transit,2,13.48500000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.231,0.073,-0.073,0,1,,,,,0,1,1,20h02m04.11s,+44d22m53.7s,300.517120,0.000017,44.381580,0.000017,2,,,,,0,,,,,6187.00,,0,0,2,1.10,1.63,0,0,1,1.10,0.35,0,0,3,,
Kepler-79,c,Transit,2,27.40200000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.247,0.079,-0.079,0,1,,,,,0,1,1,20h02m04.11s,+44d22m53.7s,300.517120,0.000017,44.381580,0.000017,2,,,,,0,,,,,6187.00,,0,0,2,1.10,1.63,0,0,1,1.10,0.35,0,0,3,,
Kepler-80,b,Transit,2,7.05300000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.236,0.010,-0.010,0,1,,,,,0,1,1,19h44m27.02s,+39d58m43.6s,296.112579,0.000019,39.978779,0.000017,2,,,,,0,,,,,4613.00,,0,0,2,0.72,0.11,0,0,1,0.65,0.02,0,0,3,,
Kepler-80,c,Transit,2,9.52200000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.249,0.012,-0.012,0,1,,,,,0,1,1,19h44m27.02s,+39d58m43.6s,296.112579,0.000019,39.978779,0.000017,2,,,,,0,,,,,4613.00,,0,0,2,0.72,0.11,0,0,1,0.65,0.02,0,0,3,,
Kepler-81,b,Transit,2,5.95500000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.216,0.034,-0.034,0,1,,,,,0,1,1,19h34m32.87s,+42d49m29.9s,293.636963,0.000017,42.824970,0.000017,2,,,,,0,,,,,4500.00,,0,0,2,0.64,0.38,0,0,1,0.59,0.03,0,0,3,,
Kepler-81,c,Transit,2,12.04000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.211,0.033,-0.033,0,1,,,,,0,1,1,19h34m32.87s,+42d49m29.9s,293.636963,0.000017,42.824970,0.000017,2,,,,,0,,,,,4500.00,,0,0,2,0.64,0.38,0,0,1,0.59,0.03,0,0,3,,
Kepler-82,b,Transit,2,26.44400000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.357,0.162,-0.162,0,1,,,,,0,1,1,19h31m29.61s,+42d57m58.1s,292.873383,0.000017,42.966137,0.000017,2,,,,,0,,,,,5512.00,,0,0,2,0.85,1.66,0,0,1,0.90,0.41,0,0,3,,
Kepler-82,c,Transit,2,51.53800000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.477,0.218,-0.218,0,1,,,,,0,1,1,19h31m29.61s,+42d57m58.1s,292.873383,0.000017,42.966137,0.000017,2,,,,,0,,,,,5512.00,,0,0,2,0.85,1.66,0,0,1,0.90,0.41,0,0,3,,
Kepler-83,b,Transit,2,9.77000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.252,0.037,-0.037,0,1,,,,,0,1,1,18h48m55.80s,+43d39m56.3s,282.232513,0.000017,43.665627,0.000017,2,,,,,0,,,,,4648.00,,0,0,2,0.66,0.41,0,0,1,0.61,0.03,0,0,3,,
Kepler-83,c,Transit,2,20.09000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.211,0.031,-0.031,0,1,,,,,0,1,1,18h48m55.80s,+43d39m56.3s,282.232513,0.000017,43.665627,0.000017,2,,,,,0,,,,,4648.00,,0,0,2,0.66,0.41,0,0,1,0.61,0.03,0,0,3,,
Kepler-84,b,Transit,2,8.72600000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.199,0.009,-0.009,0,1,,,,,0,1,1,19h53m00.49s,+40d29m45.9s,298.252045,0.000017,40.496075,0.000017,2,,,,,0,,,,,5755.00,,0,0,2,1.00,0.42,0,0,2,1.43,0.05,0,0,3,,
Kepler-84,c,Transit,2,12.88300000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.211,0.010,-0.010,0,1,,,,,0,1,1,19h53m00.49s,+40d29m45.9s,298.252045,0.000017,40.496075,0.000017,2,,,,,0,,,,,5755.00,,0,0,2,1.00,0.42,0,0,2,1.43,0.05,0,0,3,,
Kepler-85,b,Transit,2,8.30600000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.176,0.009,-0.009,0,1,,,,,0,1,1,19h23m53.62s,+45d17m25.1s,290.973419,0.000017,45.290318,0.000017,2,,,,,0,,,,,5497.00,,0,0,2,0.92,0.40,0,0,2,1.24,0.05,0,0,3,,
Kepler-85,c,Transit,2,12.51300000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.194,0.009,-0.009,0,1,,,,,0,1,1,19h23m53.62s,+45d17m25.1s,290.973419,0.000017,45.290318,0.000017,2,,,,,0,,,,,5497.00,,0,0,2,0.92,0.40,0,0,2,1.24,0.05,0,0,3,,
LKCA 15,b,Imaging,1,40000.00000000,,,,1,,,,,0,,,,,0,,,,,0,6.00000,1.00000,-1.00000,0,1,,,,,0,,,,,0,,,,,0,0,0,04h39m17.80s,+22d21m03.5s,69.824150,0.000031,22.350967,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
Lupus-TR-3,b,Transit,1,3.91405000,0.00004000,-0.00004000,0,1,0.046400,0.000700,-0.000700,0,1,0.000000,,,0,1,88.300,1.300,-0.800,0,1,0.81000,0.18000,-0.18000,0,1,,,,,0,0.890,0.070,-0.070,0,1,1.40000,0.40000,-0.40000,0,1,0,0,15h30m18.62s,-42d58m47.7s,232.577576,0.000050,-42.979908,0.000050,1,2000.00,,,0,1,,,,,5000.00,150.00,0,,1,0.87,0.04,0,,1,0.82,0.05,0,,1,,
MOA 2007-BLG-192L,b,Microlensing,1,,,,,0,,,,,0,,,,,0,,,,,0,0.01000,0.01500,-0.00500,0,1,,,,,0,,,,,0,,,,,0,0,0,18h08m03.80s,-27d09m00.3s,272.015825,,-27.150075,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
MOA 2007-BLG-400L,b,Microlensing,1,,,,,0,,,,,0,,,,,0,,,,,0,0.90000,0.40000,-0.40000,0,1,,,,,0,,,,,0,,,,,0,0,0,18h09m41.98s,-29d13m27.0s,272.424917,,-29.224153,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
MOA 2008-BLG-310L,b,Microlensing,1,,,,,0,,,,,0,,,,,0,,,,,0,0.23000,0.05000,-0.05000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h54m14.53s,-34d46m41.0s,268.560542,,-34.778053,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
MOA 2009-BLG-266L,b,Microlensing,1,2780.00000000,2800.00000000,-500.00000000,,1,,,,,0,,,,,0,,,,,0,0.03270,0.00500,-0.00500,0,1,,,,,0,,,,,0,,,,,0,0,0,17h48m01.95s,-35d00m19.5s,267.008125,,-35.005411,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
MOA 2009-BLG-319L,b,Microlensing,1,,,,,0,,,,,0,,,,,0,,,,,0,0.15700,0.13800,-0.07500,0,1,,,,,0,,,,,0,,,,,0,0,0,18h06m58.13s,-26d49m10.9s,271.742208,,-26.819692,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
MOA 2009-BLG-387L,b,Microlensing,1,1970.00000000,2.20000000,-1.60000000,,1,,,,,0,,,,,0,,,,,0,2.60000,4.10000,-1.60000,0,1,,,,,0,,,,,0,,,,,0,0,0,17h53m50.79s,-33d59m25.2s,268.461625,,-33.990333,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
epsilon Tau,b,Radial Velocity,1,594.90000000,5.30000000,-5.30000000,0,1,1.930000,0.030000,-0.030000,0,1,0.151000,0.023000,-0.023000,0,1,,,,,0,,,,,0,7.60000,0.20000,-0.20000,0,1,,,,,0,,,,,0,0,0,04h28m37.00s,+19d10m49.6s,67.154167,0.000002,19.180431,0.000002,2,47.50,,,0,3,3.540,,0,0,4901.00,20.00,0,,1,2.70,0.10,0,,1,13.70,0.60,0,,1,HD 28305,HIP 20889
gamma 1 Leo,b,Radial Velocity,1,428.50000000,1.25000000,-1.25000000,0,1,1.190000,0.020000,-0.020000,0,1,0.144000,0.046000,-0.046000,0,1,,,,,0,,,,,0,8.78000,1.00000,-1.00000,0,1,,,,,0,,,,,0,0,0,10h19m58.36s,+19d50m29.4s,154.993149,0.000002,19.841488,0.000002,2,38.50,,,0,3,1.980,,0,1,4330.00,15.00,0,,1,1.23,0.21,0,,1,31.88,1.61,0,,1,HD 89484,HIP 50583A
gamma Cep,b,Radial Velocity,1,903.30000000,1.50000000,-1.50000000,0,1,2.050000,0.060000,-0.060000,0,1,0.049000,0.034000,-0.034000,0,1,,,,,0,,,,,0,1.85000,0.16000,-0.16000,0,1,,,,,0,,,,,0,0,0,23h39m20.85s,+77d37m56.2s,354.836884,0.000001,77.632278,0.000001,2,13.80,,,0,3,3.210,,0,0,4888.00,,0,,1,1.40,0.12,0,,1,4.90,,0,,1,HD 222404,HIP 116727
kappa CrB,b,Radial Velocity,1,1251.00000000,15.00000000,-15.00000000,0,1,2.600000,,,0,1,0.073000,0.049000,-0.049000,0,1,,,,,0,1.60000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,15h51m13.93s,+35d39m26.6s,237.808044,0.000001,35.657383,0.000002,2,31.10,0.60,-0.60,0,3,4.820,,0,0,4877.00,25.00,0,,1,1.51,0.19,0,,1,5.00,0.20,0,,1,HD 142091,HIP 77655
kappa And,b,Imaging,1,,,,,0,55.000000,2.000000,-2.000000,0,1,,,,,0,,,,,0,13.61600,23.04200,-1.04700,0,1,,,,,0,,,,,0,,,,,0,0,0,23h40m24.51s,+44d20m02.2s,355.102112,0.000001,44.333931,0.000001,2,52.00,,,0,4,4.140,,0,0,10900.00,300.00,0,0,2,2.60,0.20,0,0,2,,,,,0,HD 222439,HIP 116805
ksi Aql,b,Radial Velocity,1,136.75000000,0.25000000,-0.25000000,0,1,0.680000,,,0,1,0.000000,,,0,1,,,,,0,,,,,0,2.80000,,,0,1,,,,,0,,,,,0,0,0,19h54m14.88s,+08d27m41.2s,298.562012,0.000002,8.461452,0.000002,2,62.66,3.73,-4.23,0,2,4.680,,0,1,,,,,0,,,,,0,,,,,0,HD 188310,HIP 97938
nu Oph,b,Radial Velocity,2,530.32000000,0.35000000,-0.35000000,0,1,1.900000,,,0,1,0.125600,0.006500,-0.006500,0,1,,,,,0,24.00000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h59m01.59s,-09d46m25.1s,269.756622,0.000002,-9.773632,0.000001,2,46.80,1.70,-1.80,0,3,3.340,,0,0,4928.00,25.00,0,,1,3.04,0.06,0,,1,15.10,1.10,0,,1,HD 163917,HIP 88048
nu Oph,c,Radial Velocity,2,3186.00000000,14.00000000,-14.00000000,0,1,6.100000,,,0,1,0.165000,0.013000,-0.013000,0,1,,,,,0,27.00000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h59m01.59s,-09d46m25.1s,269.756622,0.000002,-9.773632,0.000001,2,46.80,1.70,-1.80,0,3,3.340,,0,0,4928.00,25.00,0,,1,3.04,0.06,0,,1,15.10,1.10,0,,1,HD 163917,HIP 88048
omega Ser,b,Radial Velocity,1,277.02000000,0.52000000,-0.51000000,0,1,1.100000,,,0,1,0.106000,0.079000,-0.069000,0,1,,,,,0,,,,,0,1.70000,,,0,1,,,,,0,,,,,0,0,0,15h50m17.55s,+02d11m47.4s,237.573105,0.000002,2.196509,0.000002,2,,,,,2,5.230,,0,0,4770.00,10.00,0,0,1,2.17,0.21,0,0,1,12.30,0.88,0,0,1,HD 141680,HIP 77578
omicron CrB,b,Radial Velocity,1,187.83000000,0.54000000,-0.54000000,0,1,0.830000,,,0,1,0.191000,0.085000,-0.085000,0,1,,,,,0,1.50000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,15h20m08.56s,+29d36m58.4s,230.035660,0.000001,29.616209,0.000001,2,84.00,4.90,-5.60,0,3,5.510,,0,0,4749.00,20.00,0,,1,2.13,0.23,0,,1,10.50,0.70,0,,1,HD 136512,HIP 75049
omicron UMa,b,Radial Velocity,1,1630.00000000,35.00000000,-35.00000000,0,1,3.900000,,,0,1,0.130000,0.065000,-0.065000,0,1,,,,,0,4.10000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,08h30m15.87s,+60d43m05.4s,127.566124,0.000001,60.718170,0.000001,2,56.30,2.00,-2.10,0,3,3.360,,0,0,5242.00,10.00,0,,1,3.09,0.07,0,,1,14.10,1.00,0,,1,HD 71369,HIP 41704
rho CrB,b,Radial Velocity,1,39.84500000,,,0,1,0.220000,,,0,1,0.040000,0.150000,-0.150000,0,1,,,,,0,,,,,0,1.04000,,,0,1,,,,,0,,,,,0,0,0,16h01m02.66s,+33d18m12.6s,240.261093,0.000002,33.303509,0.000002,3,17.43,0.21,-0.22,0,2,5.400,,0,0,,,,,0,,,,,0,,,,,0,HD 143761,HIP 78459
tau Boo,b,Radial Velocity,1,3.31350000,0.00140000,-0.00140000,0,1,0.046000,,,0,1,0.018000,0.016000,-0.016000,0,1,,,,,0,,,,,0,3.90000,,,0,1,,,,,0,,,,,0,0,0,13h47m15.74s,+17d27m24.9s,206.815598,0.000001,17.456905,0.000001,2,15.60,0.17,-0.17,0,1,4.500,,0,1,,,,,0,,,,,0,,,,,0,HD 120136,HIP 67275
tau Gem,b,Radial Velocity,1,305.50000000,0.10000000,-0.10000000,0,1,1.170000,,,0,1,0.031000,0.009000,-0.009000,0,1,,,,,0,,,,,0,20.60000,,,0,1,,,,,0,,,,,0,0,0,07h11m08.37s,+30d14m42.6s,107.784882,0.000002,30.245163,0.000001,2,98.40,2.50,-2.40,0,3,4.420,,0,1,4388.00,25.00,0,0,1,2.30,0.30,0,0,1,26.80,0.70,0,0,1,HD 54719,HIP 34693
upsilon And,b,Radial Velocity,4,4.61703300,0.00002300,-0.00002300,0,1,0.059222,0.000000,-0.000000,0,1,0.021500,0.000700,-0.000700,0,1,,,,,0,,,,,0,0.68760,0.00440,-0.00440,0,1,,,,,0,,,,,0,0,0,01h36m47.84s,+41d24m19.7s,24.199345,0.000001,41.405460,0.000001,2,13.47,0.13,-0.13,0,2,4.100,,0,0,,,,,0,,,,,0,,,,,0,HD 9826,HIP 7513
upsilon And,c,Radial Velocity,4,241.25800000,0.06400000,-0.06400000,0,1,0.827774,0.000015,-0.000015,0,1,0.259600,0.007900,-0.007900,0,1,,,,,0,,,,,0,1.98100,0.01900,-0.01900,0,1,,,,,0,,,,,0,0,0,01h36m47.84s,+41d24m19.7s,24.199345,0.000001,41.405460,0.000001,2,13.47,0.13,-0.13,0,2,4.100,,0,0,,,,,0,,,,,0,,,,,0,HD 9826,HIP 7513
upsilon And,d,Radial Velocity,4,1276.46000000,0.57000000,-0.57000000,0,1,2.513290,0.000750,-0.000750,0,1,0.298700,0.007200,-0.007200,0,1,,,,,0,,,,,0,4.13200,0.02900,-0.02900,0,1,,,,,0,,,,,0,0,0,01h36m47.84s,+41d24m19.7s,24.199345,0.000001,41.405460,0.000001,2,13.47,0.13,-0.13,0,2,4.100,,0,0,,,,,0,,,,,0,,,,,0,HD 9826,HIP 7513
upsilon And,e,Radial Velocity,4,3848.86000000,0.74000000,-0.74000000,0,1,5.245580,0.000670,-0.000670,0,1,0.005360,0.000440,-0.000440,0,1,,,,,0,,,,,0,1.05900,0.02800,-0.02800,0,1,,,,,0,,,,,0,0,0,01h36m47.84s,+41d24m19.7s,24.199345,0.000001,41.405460,0.000001,2,13.47,0.13,-0.13,0,2,4.100,,0,0,,,,,0,,,,,0,,,,,0,HD 9826,HIP 7513
Fomalhaut,b,Imaging,1,318280.00000000,,,0,1,115.000000,,,0,1,0.130000,,,-1,1,,,,,0,2.60000,0.90000,-0.90000,0,1,,,,,0,1.200,,,0,1,,,,,0,0,0,22h57m39.05s,-29d37m20.1s,344.412689,0.000003,-29.622236,0.000002,2,7.69,0.05,-0.05,0,2,1.160,,0,0,,,,,0,,,,,0,,,,,0,HD 216956,HIP 113368
1RXS J160929.1-210524,b,Imaging,1,,,,,0,330.000000,,,0,1,,,,,0,,,,,0,8.00000,4.00000,-2.00000,0,1,,,,,0,1.664,,,0,1,,,,,0,0,0,16h09m30.30s,-21d04m58.9s,242.376266,0.000017,-21.083036,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
2MASS J01225093-2439505,b,Imaging,1,,,,,0,52.000000,6.000000,-6.000000,0,1,,,,,0,,,,,0,24.50000,2.50000,-2.50000,0,1,,,,,0,,,,,0,,,,,0,0,0,01h22m50.94s,-24d39m50.6s,20.712242,0.000022,-24.664049,0.000019,1,36.00,4.00,-4.00,0,1,,,,,3530.00,50.00,0,0,1,0.40,0.05,0,0,1,,,,,0,,
2MASS J04414489+2301513,b,Imaging,1,,,,,0,15.000000,,,0,1,,,,,0,,,,,0,7.50000,2.50000,-2.50000,0,1,,,,,0,,,,,0,,,,,0,0,0,04h41m44.90s,+23d01m51.4s,70.437073,0.000019,23.030941,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
2MASS J07464256+2000321A,b,Imaging,1,4639.15000000,25.55000000,-25.55000000,0,1,2.897000,0.012000,-0.012000,0,1,0.487000,0.003000,-0.003000,0,1,138.200,0.500,-0.500,0,1,31.44000,94.32000,-10.48000,0,1,,,,,0,0.970,0.060,-0.060,0,1,,,,,0,0,0,07h46m42.56s,+20d00m32.2s,116.677345,0.000017,20.008940,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
2MASS J12073346-3932539,b,Imaging,1,,,,,0,46.000000,5.000000,-5.000000,0,1,,,,,0,,,,,0,4.00000,1.00000,-1.00000,0,1,,,,,0,,,,,0,,,,,0,0,0,12h07m33.47s,-39d32m54.0s,181.889450,0.000017,-39.548332,0.000017,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,,
HD 109271,c,Radial Velocity,2,30.93000000,0.02000000,-0.02000000,0,1,0.196000,0.003000,-0.003000,0,1,0.150000,0.090000,-0.090000,0,1,,,,,0,,,,,0,0.07600,0.00700,-0.00700,0,1,,,,,0,,,,,0,0,0,12h33m35.56s,-11d37m18.7s,188.398148,0.000002,-11.621868,0.000001,2,62.00,3.00,-3.00,0,2,8.055,0.013,0,0,5783.00,62.00,0,0,1,1.05,0.02,0,0,1,,,,,0,HD 109271,HIP 61300
