rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenlim,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbincllim,pl_orbinclerr1,pl_orbinclerr2,pl_massj,pl_masslim,pl_massjerr1,pl_massjerr2,pl_radj,pl_radlim,pl_radjerr1,pl_radjerr2,pl_dens,pl_denslim,pl_denserr1,pl_denserr2,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr,st_lumlim,st_lumblend,pl_eqt,pl_eqtlim,pl_eqterr1,pl_eqterr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_disc,pl_status
793,MOA 2009-BLG-387L,b,Microlensing,1,1970.00000000,,2.20000000,-1.60000000,,,,,,,,,,,,,2.60000,0,4.10000,-1.60000,,,,,,,,,0,0,268.461625,-33.990333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.32300,1303.05000,-508.50700,,,,2010,3
794,MOA 2010-BLG-477L,b,Microlensing,1,,,,,2.000000,0,3.000000,-1.000000,,,,,,,,,1.50000,0,0.80000,-0.30000,,,,,,,,,0,0,271.531006,-31.454477,2300.00,600.00,-600.00,0,,,,,5950.00,150.00,0,,0.67,0.33,0,,,,,,,,,,,,,,,,,,,,,476.72500,254.25300,-95.34500,,,,2012,3
795,MOA 2010-BLG-073L,b,Microlensing,1,,,,,1.210000,0,0.160000,-0.160000,,,,,,,,,11.00000,0,2.00000,-2.00000,,,,,,,,,0,0,272.547272,-26.522932,2800.00,400.00,-400.00,0,,,,,,,,,0.16,0.03,0,0,14.70,1.30,0,0,,,,,,,,,,,,,,,,3496.00000,635.60000,-635.60000,,,,2012,3
796,NGC 4349 127,b,Radial Velocity,1,677.80000000,0,6.20000000,-6.20000000,2.380000,0,,,0.190000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,186.147812,-61.820004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,3
797,OGLE 2003-BLG-235L,b,Microlensing,1,,,,,,,,,,,,,,,,,2.60000,0,0.80000,-0.80000,,,,,,,,,0,0,270.318125,-28.895000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.32319,254.25329,-254.25329,,,,2004,3
798,OGLE 2005-BLG-71L,b,Microlensing,1,3600.00000000,0,,,,,,,,,,,,,,,3.80000,0,0.40000,-0.40000,,,,,,,,,0,0,267.540708,-34.673194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.70300,127.12700,-127.12700,,,,2005,3
799,OGLE 2005-BLG-169L,b,Microlensing,1,3300.00000000,0,,,,,,,,,,,,,,,0.04000,0,,,,,,,,,,,0,0,271.522167,-30.732639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.71266,,,,,,2006,3
800,OGLE 2005-BLG-390L,b,Microlensing,1,3500.00000000,0,,,,,,,,,,,,,,,0.01700,0,,,,,,,,,,,0,0,268.579958,-30.377306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.40288,,,,,,2005,3
801,OGLE 2006-BLG-109L,b,Microlensing,2,1825.00000000,0,365.00000000,-365.00000000,,,,,,,,,,,,,0.71000,0,0.08000,-0.08000,,,,,,,,,0,0,268.143792,-30.087778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.64979,25.42533,-25.42533,,,,2008,3
802,OGLE 2006-BLG-109L,c,Microlensing,2,5100.00000000,0,730.00000000,-730.00000000,,,,,0.110000,0,0.170000,-0.040000,59.000,0,6.000,-6.000,0.27000,0,0.03000,-0.03000,,,,,,,,,0,0,268.143792,-30.087778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.81048,9.53450,-9.53450,,,,2008,3
803,OGLE 2007-BLG-368L,b,Microlensing,1,,,,,,,,,,,,,,,,,0.06940,0,,,,,,,,,,,0,0,269.108167,-32.237417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05647,,,,,,2009,3
804,OGLE 2011-BLG-251L,b,Microlensing,1,,,,,2.720000,0,0.750000,-0.750000,,,,,,,,,0.53000,0,0.21000,-0.21000,,,,,,,,,0,0,264.559082,-27.136139,2570.00,610.00,-610.00,0,,,,,,,,,0.26,0.11,0,0,,,,,,,6.00,M,,0,0,,,,,,,,,168.44000,66.74000,-66.74000,,,,2012,3
805,OGLE 2012-BLG-026L,b,Microlensing,2,,,,,3.820000,0,0.300000,-0.300000,,,,,,,,,0.11000,0,0.02000,-0.02000,,,,,,,,,0,0,263.577911,-27.142750,4080.00,300.00,-300.00,0,,,,,,,,,0.82,0.13,0,0,,,,,,,4.50,G5 V,,0,0,,,,,,,,,34.96000,6.36000,-6.36000,,,,2012,3
806,OGLE 2012-BLG-026L,c,Microlensing,2,,,,,4.630000,0,0.370000,-0.370000,,,,,,,,,0.68000,0,0.10000,-0.10000,,,,,,,,,0,0,263.577911,-27.142750,4080.00,300.00,-300.00,0,,,,,,,,,0.82,0.13,0,0,,,,,,,4.50,G5 V,,0,0,,,,,,,,,216.12000,31.78000,-31.78000,,,,2012,3
807,OGLE2-TR-L9,b,Transit,1,2.48553350,0,0.00000070,-0.00000070,0.030800,0,0.000500,-0.000500,,,,,79.800,0,0.300,-0.300,4.50000,0,1.50000,-1.50000,1.610,0,0.040,-0.040,,,,,0,0,166.979919,-61.146263,,,,,,,,,6933.00,58.00,0,,1.52,0.08,0,,1.53,0.04,0,,,,,,,,,,,,,,,,,1430.17500,476.72500,-476.72500,18.046,0.448,-0.448,2008,3
808,OGLE-TR-10,b,Transit,1,3.10127800,0,,,0.043400,0,0.001300,-0.001500,,,,,90.000,0,0.000,-3.900,0.62000,0,0.14000,-0.14000,1.250,0,0.140,-0.120,0.40000,0,0.18000,-0.12000,0,0,267.867708,-29.876361,,,,,14.930,,0,0,5950.00,130.00,0,,1.14,0.12,0,,1.17,0.13,0,,,,4.20,G2 V,,0,0,0.188,0.126,0,,,,,,197.04600,44.49400,-44.49400,14.011,1.569,-1.345,2004,3
809,OGLE-TR-056,b,Transit,1,1.21191096,0,0.00000065,-0.00000065,0.019420,0,0.000150,-0.000150,0.000000,0,,,73.720,0,0.180,-0.180,1.39000,0,0.18000,-0.18000,1.378,0,0.090,-0.090,0.68000,0,0.18000,-0.14000,0,0,269.147958,-29.539222,,,,,15.300,,0,0,6050.00,100.00,0,,1.23,0.08,0,,1.36,0.09,0,,,,3.80,F8 V,,0,0,0.350,0.085,0,,,,,,441.76500,57.20700,-57.20700,15.446,1.009,-1.009,2002,3
810,OGLE-TR-111,b,Transit,1,4.01610000,0,,,0.046890,0,0.001000,-0.000970,,,,,88.250,0,0.830,-0.300,0.55000,0,0.10000,-0.10000,1.051,0,0.057,-0.052,0.59000,0,0.16000,-0.13000,0,0,163.324625,-61.405639,,,,,15.550,,0,0,5040.00,80.00,0,,0.85,0.06,0,,0.83,0.04,0,,,,5.20,K2 V,,0,0,-0.397,0.072,0,,,,,,174.79900,31.78200,-31.78200,11.781,0.639,-0.583,2004,3
811,OGLE-TR-113,b,Transit,1,1.43247520,0,,,0.022890,0,0.000160,-0.000150,,,,,87.800,0,1.600,-0.620,1.26000,0,0.16000,-0.16000,1.093,0,0.028,-0.019,1.20000,0,0.17000,-0.16000,0,0,163.101667,-61.446806,600.00,,,0,14.420,,0,0,4790.00,75.00,0,,0.78,0.02,0,,0.77,0.02,0,,,,5.40,K4 V,,0,0,-0.529,0.030,0,,,,,,400.44900,50.85100,-50.85100,12.251,0.314,-0.213,2004,3
812,OGLE-TR-132,b,Transit,1,1.68986800,0,,,0.030350,0,0.000570,-0.000530,,,,,83.400,0,2.900,-1.300,1.18000,0,0.14000,-0.13000,1.200,0,0.150,-0.110,0.85000,0,0.32000,-0.26000,0,0,162.644667,-61.957194,2500.00,250.00,-250.00,0,15.720,,0,0,6210.00,75.00,0,,1.30,0.07,0,,1.32,0.17,0,,,,3.50,F5 V,,0,0,0.371,0.122,0,,,,,,375.02400,44.49400,-41.31600,13.451,1.681,-1.233,2004,3
813,OGLE-TR-182,b,Transit,1,3.97910000,0,0.00001000,-0.00001000,0.051000,0,0.001000,-0.001000,0.000000,0,,,85.700,0,0.300,-0.300,1.01000,0,0.15000,-0.15000,1.130,0,0.240,-0.080,,,,,0,0,167.327957,-61.095257,,,,,,,,,5924.00,64.00,0,,1.14,0.05,0,,1.14,0.23,0,,,,,,,,,,,,,,,,,320.99500,47.67200,-47.67200,12.666,2.690,-0.897,2007,3
814,OGLE-TR-211,b,Transit,1,3.67724000,0,0.00003000,-0.00003000,0.051000,0,0.001000,-0.001000,0.000000,0,,,87.200,-1,,,1.03000,0,0.20000,-0.20000,1.360,0,0.180,-0.090,,,,,0,0,160.059952,-62.455601,,,,,,,,,6325.00,91.00,0,,1.33,0.05,0,,1.64,0.21,0,,,,,,,,,,,,,,,,,327.35100,63.56300,-63.56300,15.244,2.018,-1.009,2007,3
815,Oph 11,b,Imaging,1,730000.00000000,0,365000.00000000,-365000.00000000,,,,,,,,,,,,,21.00000,0,3.00000,-3.00000,,,,,,,,,0,0,245.605057,-24.087208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6674.15000,953.45000,-953.45000,,,,2006,3
816,POTS-1,b,Transit,1,3.16062960,0,0.00000157,-0.00000157,0.037340,0,0.000900,-0.000900,,,,,88.060,0,0.470,-0.340,2.31000,0,0.77000,-0.77000,0.941,0,0.036,-0.047,,,,,0,0,203.608871,-66.581116,1200.00,600.00,-600.00,0,,,,,4400.00,200.00,0,0,0.69,0.05,0,0,0.59,0.02,0,0,,,5.50,K5 V,,0,0,,,,,,,,,734.16000,244.72000,-244.72000,10.548,0.404,-0.527,2013,3
817,Pr0201,b,Radial Velocity,1,4.42640000,0,0.00700000,-0.00700000,,,,,0.000000,0,,,,,,,0.54000,0,0.03900,-0.03900,,,,,,,,,0,0,130.432602,20.226891,,,,,,,,,6174.00,50.00,0,,1.23,0.03,0,,1.17,0.12,0,,,,,,,,,,,,,,,,,171.62100,12.39500,-12.39500,,,,2012,3
818,Pr0211,b,Radial Velocity,1,2.14510000,0,0.00120000,-0.00120000,,,,,0.000000,0,,,,,,,1.84400,0,0.06400,-0.06400,,,,,,,,,0,0,130.547882,19.277044,,,,,,,,,5326.00,50.00,0,,0.95,0.04,0,,0.87,0.08,0,,,,,,,,,,,,,,,,,586.05400,20.34000,-20.34000,,,,2012,3
819,PSR B1257+12,b,Pulsar Timing,3,25.26200000,0,0.00300000,-0.00300000,0.190000,0,,,0.000000,0,,,,,,,0.00007,0,,,,,,,,,,,0,0,195.014903,12.682353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02225,,,,,,1992,3
820,PSR B1257+12,c,Pulsar Timing,3,66.54190000,0,0.00010000,-0.00010000,0.360000,0,,,0.018600,0,0.000200,-0.000200,53.000,0,4.000,-4.000,0.01300,0,,,,,,,,,,,0,0,195.014903,12.682353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13162,,,,,,1992,3
821,PSR B1257+12,d,Pulsar Timing,3,98.21140000,0,0.00020000,-0.00020000,0.460000,0,,,0.025200,0,0.000200,-0.000200,47.000,0,3.000,-3.000,0.01200,0,0.00060,-0.00060,,,,,,,,,0,0,195.014903,12.682353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81380,0.19069,-0.19069,,,,1994,3
822,PSR B1620-26,b,Pulsar Timing,1,36525.00000000,0,,,23.000000,0,,,,,,,55.000,0,,,2.50000,0,1.00000,-1.00000,,,,,,,,,0,0,245.909262,-26.531594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.54153,317.81661,-317.81661,,,,2003,3
823,Qatar-1,b,Transit,1,1.42003300,0,0.00001600,-0.00001600,0.023430,0,0.000260,-0.000250,0.000000,0,,,83.470,0,0.400,-0.360,1.09000,0,0.08400,-0.08100,1.164,0,0.045,-0.045,0.91800,0,0.13000,-0.11200,0,0,303.381683,65.162041,,,,,,,,,4861.00,125.00,0,,0.85,0.03,0,,0.82,0.03,0,,,,,,,,,,,,,,,,,346.42000,26.69700,-25.74300,13.047,0.504,-0.504,2010,3
824,Qatar-2,b,Transit,1,1.33711820,0,0.00000370,-0.00000370,0.021490,0,0.000360,-0.000360,0.000000,0,,,88.300,0,0.940,-0.940,2.48700,0,0.08600,-0.08600,1.144,0,0.035,-0.035,2.20800,0,0.17300,-0.17300,0,0,207.655869,-6.804028,,,,,,,,,4645.00,50.00,0,,0.74,0.04,0,,0.71,0.02,0,,,,,,,,,,,,,,,,,790.41000,27.33200,-27.33200,12.823,0.392,-0.392,2011,3
825,SR 12 AB,c,Imaging,1,,,,,,,,,,,,,,,,,13.00000,0,7.00000,-7.00000,,,,,,,,,0,0,246.831299,-24.694553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4131.62000,2224.72000,-2224.72000,,,,2010,3
826,SWEEPS-4,b,Transit,1,4.20000000,0,,,0.055000,0,,,,,,,,,,,3.80000,0,,,0.810,0,0.100,-0.100,,,,,0,0,269.724667,-29.189056,8500.00,,,0,,,,,,,,,1.24,,0,,1.18,,0,,,,,,,,,,,,,,,,,1207.70000,,,9.079,1.121,-1.121,2006,3
827,SWEEPS-11,b,Transit,1,1.79600000,0,,,0.030000,0,,,,,,,,,,,9.70000,0,5.60000,-4.50000,1.130,0,0.210,-0.210,,,,,0,0,269.758333,-29.198194,8500.00,,,0,,,,,,,,,1.10,,0,,1.45,,0,,,,,,,,,,,,,,,,,3082.82000,1779.77000,-1430.17000,12.666,2.354,-2.354,2006,3
828,TrES-1,b,Transit,1,3.03006500,0,,,0.039250,0,0.000560,-0.000600,0.000000,0,,,90.000,0,0.000,-1.100,0.75200,0,0.04700,-0.04600,1.067,0,0.022,-0.021,0.76900,0,0.06900,-0.06400,0,0,286.041017,36.632649,152.30,6.70,-6.70,0,11.790,,0,0,5230.00,50.00,0,,0.88,0.04,0,,0.81,0.02,0,,,,5.00,K0 V,,0,0,-0.359,0.036,0,,,,,,238.99800,14.93700,-14.62000,11.960,0.247,-0.235,2004,3
829,TrES-3,b,Transit,1,1.30618581,0,,,0.022820,0,0.000230,-0.000400,0.000000,0,,,81.850,0,0.160,-0.160,1.91000,0,0.07500,-0.08000,1.336,0,0.031,-0.037,0.99400,0,0.09500,-0.07800,0,0,268.029292,37.546139,228.00,12.00,-12.00,0,12.402,0.006,0,0,5650.00,75.00,0,,0.93,0.05,0,,0.83,0.02,0,,,,4.40,G4 V,,0,0,-0.204,0.044,0,,,,,,607.03000,23.83600,-25.42500,14.975,0.347,-0.415,2007,3
830,TrES-4,b,Transit,1,3.55394500,0,0.00007500,-0.00007500,0.050910,0,0.000710,-0.000710,0.000000,0,,,82.860,0,0.330,-0.330,0.91900,0,0.07300,-0.07300,1.799,0,0.063,-0.063,0.20900,0,0.02900,-0.02900,0,0,268.304407,37.211769,492.00,39.00,-39.00,0,11.592,0.004,0,0,6200.00,75.00,0,,1.40,0.13,0,,1.85,0.10,0,,,,3.80,F8 V,,0,0,0.656,0.064,0,,,,,,292.07300,23.20100,-23.20100,20.165,0.706,-0.706,2007,3
831,TrES-5,b,Transit,1,1.48224460,0,0.00000070,-0.00000070,0.024460,0,0.000680,-0.000680,0.000000,0,,,84.529,0,0.005,-0.005,1.77800,0,0.06300,-0.06300,1.209,0,0.021,-0.021,1.25000,0,0.08000,-0.08000,0,0,305.221832,59.448788,360.00,11.00,-11.00,0,,,,,5171.00,36.00,0,,0.89,0.02,0,,0.87,0.01,0,,,,,,,,,,,,,,,,,565.07800,20.02200,-20.02200,13.552,0.235,-0.235,2011,3
832,UScoCTIO 108,b,Imaging,1,,,,,,,,,,,,,,,,,14.00000,0,2.00000,-8.00000,,,,,,,,,0,0,241.475327,-18.312332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4449.43255,635.63322,-2542.53289,,,,2008,3
833,V391 Peg,b,Pulsar Timing,1,1170.00000000,0,44.00000000,-44.00000000,1.700000,0,0.100000,-0.100000,0.000000,0,,,,,,,3.20000,0,0.70000,-0.70000,,,,,,,,,0,0,331.050440,26.418860,,,,,,,,,,,,,,,,,,,,,,,,sdBV,,0,0,,,,,,,,,1017.01316,222.47163,-222.47163,,,,2007,3
834,WASP-1,b,Transit,1,2.51994490,0,0.00000130,-0.00000130,,,,,0.000000,0,,,88.650,0,0.510,-0.550,0.91800,0,0.09100,-0.09000,1.514,0,0.052,-0.047,0.32800,0,0.04800,-0.04300,0,0,5.166984,31.989943,408.00,27.00,-27.00,0,11.790,,0,0,6110.00,45.00,0,,1.30,0.05,0,,1.52,0.05,0,,,,3.70,F7 V,,0,0,0.459,0.051,0,,,,,,292.00000,29.00000,-29.00000,16.970,0.580,-0.530,2007,3
835,WASP-2,b,Transit,1,2.15222600,0,0.00000400,-0.00000400,,,,,0.000000,0,,,84.800,0,0.390,-0.390,0.91400,0,0.09200,-0.09200,1.117,0,0.082,-0.082,0.87000,0,0.24000,-0.24000,0,0,307.725555,6.429536,147.00,17.00,-17.00,0,11.980,,0,0,5200.00,200.00,0,,0.89,0.12,0,,0.84,0.07,0,,,,5.10,K1 V,,0,0,-0.328,0.141,0,,,,,,290.48400,29.23900,-29.23900,12.520,0.919,-0.919,2007,3
836,WASP-3,b,Transit,1,1.84683500,0,0.00000200,-0.00000200,0.031510,0,0.001500,-0.000987,0.000000,0,,,84.930,0,1.320,-0.780,1.76000,0,0.08000,-0.14000,1.290,0,0.050,-0.070,1.03700,0,0.37200,-0.12000,0,0,278.631805,35.661533,220.00,,,0,,,,,6400.00,100.00,0,,1.24,0.11,0,,1.31,0.12,0,,,,,,,,,,,,,,,,,559.35700,25.42500,-44.49400,14.500,0.600,-0.800,2007,3
837,WASP-4,b,Transit,1,1.33823187,0,0.00000025,-0.00000025,0.023120,0,0.000330,-0.000330,0.000000,0,,,88.800,0,0.610,-0.430,1.23700,0,0.06400,-0.06400,1.413,0,0.020,-0.020,0.77400,0,0.04800,-0.04800,0,0,353.562836,-42.061428,300.00,50.00,-50.00,0,,,,,5500.00,100.00,0,,0.93,0.04,0,,0.91,0.01,0,,,,,,,,,-0.166,0.043,0,,,,,,393.13900,20.34000,-20.34000,15.838,0.224,-0.224,2007,3
838,WASP-5,b,Transit,1,1.62843142,0,0.00000064,-0.00000064,0.027020,0,0.000590,-0.000590,0.000000,0,,,85.580,0,0.810,-0.760,1.56800,0,0.07100,-0.07100,1.167,0,0.043,-0.043,1.22400,0,0.14600,-0.14600,0,0,359.348999,-41.277149,300.00,50.00,-50.00,0,,,,,5700.00,100.00,0,,1.00,0.07,0,,1.08,0.04,0,,,,,,,,,,,,,,,,,498.33600,22.56500,-22.56500,13.081,0.482,-0.482,2008,3
839,WASP-6,b,Transit,1,3.36100600,0,0.00000220,-0.00000350,0.042100,0,0.000800,-0.001300,0.054000,0,0.018000,-0.015000,88.470,0,0.650,-0.470,0.50300,0,0.01900,-0.03800,1.224,0,0.051,-0.052,0.35900,0,0.06700,-0.06700,0,0,348.157257,-22.673937,,,,,,,,,5450.00,100.00,0,,0.88,0.08,0,,0.87,0.04,0,,,,,,,,,,,,,,,,,160.00000,6.00000,-12.00000,13.720,0.570,-0.580,2009,3
840,WASP-7,b,Transit,1,4.95465800,0,0.00005500,-0.00004300,0.061800,0,0.001400,-0.003300,0.000000,0,,,89.600,0,0.400,-0.900,0.96000,0,0.13000,-0.13000,1.330,0,0.093,-0.093,0.54500,0,0.13300,-0.13300,0,0,311.042603,-39.225273,140.00,15.00,-15.00,0,,,,,6400.00,100.00,0,,1.28,0.07,0,,1.43,0.09,0,,HD 197286,,,,,,,,,,,,,,,305.10400,41.31600,-41.31600,14.908,1.042,-1.042,2008,3
841,WASP-8,b,Transit,1,8.15871500,0,0.00001600,-0.00001500,0.080100,0,0.001400,-0.001600,0.310000,0,0.002900,-0.002400,88.550,0,0.150,-0.170,2.24400,0,0.07900,-0.09300,1.038,0,0.007,-0.047,,,,,0,0,359.900299,-35.031391,87.00,7.00,-7.00,0,,,,,5600.00,80.00,0,,1.03,0.06,0,,0.94,0.05,0,,,,,,,,,,,,,,,,,713.20000,25.00000,-30.00000,11.630,0.078,-0.053,2010,3
842,WASP-10,b,Transit,1,3.09276160,0,0.00001120,-0.00001120,0.037810,0,0.000670,-0.000470,,,,,88.490,0,0.220,-0.170,3.15000,0,0.13000,-0.11000,1.080,0,0.020,-0.020,4.14000,0,0.27000,-0.27000,0,0,348.992920,31.462852,90.00,20.00,-20.00,0,,,,,4675.00,100.00,0,,0.75,0.04,0,,0.70,0.01,0,,,,,,,,,,,,,1370,0,50,-50,1001.12000,41.32000,-34.96000,12.106,0.224,-0.224,2008,3
843,WASP-11,b,Transit,1,3.72247470,0,0.00000650,-0.00000650,0.043500,0,0.000600,-0.000600,0.000000,0,,,88.600,0,0.500,-0.400,0.48700,0,0.01800,-0.01800,1.005,0,0.032,-0.027,0.59400,0,0.05200,-0.05200,0,0,47.368965,30.673594,121.70,4.20,-4.20,0,,,,,4980.00,60.00,0,,0.83,0.03,0,,0.79,0.02,0,,,,,,,,,-0.469,0.040,0,,,,,,154.77700,5.72100,-5.72100,11.265,0.359,-0.303,2008,3
844,WASP-12,b,Transit,1,1.09142300,0,0.00000300,-0.00000300,0.022900,0,0.004000,-0.004000,0.049000,0,0.015000,-0.015000,83.100,0,1.400,-1.100,1.41000,0,0.10000,-0.10000,1.790,0,0.090,-0.090,0.24000,0,0.03000,-0.02000,0,0,97.636642,29.672291,,,,,,,,,6300.00,200.00,0,,1.35,0.14,0,,1.57,0.07,0,,,,,,,,,,,,,,,,,448.00000,32.00000,-312.00000,20.100,1.000,-1.000,2008,3
845,WASP-13,b,Transit,1,4.35301100,0,0.00001300,-0.00001300,0.053620,0,0.000740,-0.000850,0.000000,0,,,85.190,0,0.260,-0.260,0.47700,0,0.04400,-0.04900,1.389,0,0.045,-0.056,0.22200,0,0.02300,-0.02900,0,0,140.102982,33.882439,155.00,18.00,-18.00,0,,,,,5826.00,100.00,0,,1.09,0.05,0,,1.56,0.04,0,,,,,,,,,,,,,,,,,151.59900,13.98400,-15.57300,15.569,0.504,-0.628,2009,3
846,WASP-14,b,Transit,1,2.24375200,0,0.00001000,-0.00001000,0.036000,0,0.001000,-0.001000,0.091000,0,0.003000,-0.003000,84.320,0,0.670,-0.570,7.34100,0,0.50800,-0.49600,1.281,0,0.075,-0.082,4.65600,0,0.84600,-0.65800,0,0,218.276474,21.894714,160.00,20.00,-20.00,0,,,,,6475.00,100.00,0,,1.21,0.13,0,,1.31,0.07,0,,,,,,,,,,,,,,,,,2333.00000,161.00000,-158.00000,14.360,0.840,-0.920,2008,3
847,WASP-15,b,Transit,1,3.75206560,0,0.00000280,-0.00000280,0.049900,0,0.001800,-0.001800,0.000000,0,,,85.500,0,0.500,-0.500,0.54200,0,0.05000,-0.05000,1.428,0,0.077,-0.077,0.24700,0,0.03500,-0.03500,0,0,208.927933,-32.159607,,,,,,,,,6300.00,100.00,0,,1.18,0.12,0,,1.48,0.07,0,,,,,,,,,0.490,0.051,0,,,,,,172.00000,16.00000,-16.00000,16.010,0.860,-0.860,2009,3
848,WASP-16,b,Transit,1,3.11860090,0,0.00001460,-0.00001310,0.042100,0,0.001000,-0.001800,0.000000,0,,,85.220,0,0.270,-0.430,0.85500,0,0.04300,-0.07600,1.008,0,0.083,-0.060,1.10400,0,0.17300,-0.22600,0,0,214.683029,-20.275484,,,,,,,,,5700.00,150.00,0,,1.02,0.13,0,,0.95,0.06,0,,,,,,,,,,,,,,,,,272.00000,14.00000,-24.00000,11.300,0.930,-0.670,2009,3
849,WASP-17,b,Transit,1,3.73544170,0,0.00000720,-0.00000730,0.051000,0,0.001700,-0.001800,0.129000,0,0.106000,-0.068000,87.800,0,2.000,-1.000,0.49000,0,0.05900,-0.05600,1.740,0,0.260,-0.230,0.12200,0,0.07200,-0.04300,0,0,239.962311,-28.061733,400.00,60.00,-60.00,0,,,,,6550.00,100.00,0,,1.20,0.12,0,,1.38,0.20,0,,,,,,,,,,,,,,,,,156.00000,19.00000,-18.00000,19.500,2.900,-2.600,2009,3
850,WASP-18,b,Transit,1,0.94145299,0,0.00000087,-0.00000087,0.020260,0,0.000680,-0.000680,0.009200,0,0.002800,-0.002800,86.000,0,2.500,-2.500,10.43000,0,0.38000,-0.38000,1.165,0,0.057,-0.057,8.78000,0,1.20000,-1.20000,0,0,24.354311,-45.677887,100.00,10.00,-10.00,0,9.303,0.018,0,0,6400.00,100.00,0,,1.28,0.07,0,,1.23,0.05,0,,HD 10069,HIP 7562,3.60,F6 IV/V,,0,0,,,,,,,,,3314.83000,120.77000,-120.77000,13.059,0.639,-0.639,2009,3
851,WASP-19,b,Transit,1,0.78884000,0,0.00000030,-0.00000030,0.016550,0,0.000130,-0.000130,0.004600,0,0.004400,-0.002800,79.400,0,0.400,-0.400,1.16800,0,0.02300,-0.02300,1.386,0,0.032,-0.032,0.58300,0,0.03700,-0.03700,0,0,148.417007,-45.659191,250.00,80.00,-60.00,0,,,,,5500.00,100.00,0,,0.97,0.02,0,,0.99,0.02,0,,,,,,,,,,,,,,,,,371.21000,7.31000,-7.31000,15.536,0.359,-0.359,2009,3
852,WASP-21,b,Transit,1,4.32248200,0,0.00001900,-0.00002400,0.052000,0,0.000410,-0.000440,0.000000,0,,,88.750,0,0.840,-0.700,0.30000,0,0.01100,-0.01100,1.070,0,0.060,-0.060,0.32000,0,0.07000,-0.07000,0,0,347.492706,18.396086,242.00,50.00,-30.00,0,,,,,5800.00,100.00,0,,1.01,0.03,0,,1.06,0.04,0,,,,,,,,,,,,,,,,,95.34500,3.49600,-3.49600,11.990,0.560,-0.560,2010,3
853,WASP-22,b,Transit,1,3.53273130,0,0.00000580,-0.00000580,0.046980,0,0.000370,-0.000370,0.000000,0,,,88.260,0,0.910,-0.910,0.58800,0,0.01700,-0.01700,1.158,0,0.061,-0.038,0.50300,0,0.05100,-0.06800,0,0,52.818043,-23.819702,300.00,,,0,,,,,5958.00,98.00,0,,1.11,0.03,0,,1.22,0.05,0,,,,,,,,,,,,,,,,,186.87600,5.40300,-5.40300,12.980,0.684,-0.426,2010,3
854,WASP-23,b,Transit,1,2.94442560,0,0.00000110,-0.00000130,0.037600,0,0.001600,-0.002400,0.062000,1,,,88.390,0,0.790,-0.450,0.88400,0,0.08800,-0.09900,0.962,0,0.047,-0.056,,,,,0,0,101.127586,-42.761826,,,,,,,,,5150.00,100.00,0,,0.78,0.13,0,,0.77,0.05,0,,,,,,,,,,,,,,,,,280.95000,27.96800,-31.46400,10.783,0.527,-0.628,2010,3
855,WASP-24,b,Transit,1,2.34121242,0,0.00000200,-0.00000200,0.036510,0,0.000280,-0.000280,0.000000,0,,,83.640,0,0.310,-0.310,1.07100,0,0.03600,-0.03800,1.300,0,0.039,-0.038,0.64800,0,0.05700,-0.05300,0,0,227.215591,2.343304,,,,,,,,,6075.00,100.00,0,,1.18,0.03,0,,1.33,0.03,0,,,,,,,,,,,,,,,,,340.38200,11.44100,-12.07700,14.571,0.437,-0.426,2010,3
